Site	basin	TD	FD	PD	LCBDtax	LCBDfunc	LCBDphylo	Elevation	Gradient	SPI	Qmon	Qann	CatchArea	Order	Out_dist	MAT	Tsea	Ttrend	MAP	Psea	Ptrend	HFP	Urban	Cropland	TN	TP	EC	pH	DO	COD
SHR1	SHR	8.056588884	4.09093378	2.152703282	0.960905	2.42623699	0.153706	124	0.010095	0.005982072	0.661458333	0.069	20.5	1	1964.7	5.89817454	15.09561556	0.032395986	680.3574646	113.9405208	1.1884102	22.58739662	0.275762433	0.359505018	0.776678212	0.669512	264	7.44	6.646153846	7.4
SHR2	SHR	7.088306085	2.185623238	1.813027199	0.941817	1.06431467	0.938556	118	0.0001	0.085259844	6818.994792	1.21	350.2	3	1927.7	5.64590966	15.15558751	0.032628875	657.700617	114.0167938	1.465141298	12.33060074	0.022704249	0.957046383	0.577271978	0.989846	225	7.18	4.984615385	7.4
SHR3	SHR	19.97789705	5.979131614	3.750599039	0.937306	1.18E-01	7.62E-02	179	0.013766	0.0001	1.390625	0.057	12.9	1	1979.6	4.681210799	15.49955484	0.034382313	731.0095248	114.8490158	1.424549222	24.2381916	0	1	0.570344714	0.745256	235	8.08	6.298642534	7.8
SHR4	SHR	9.157993418	2.579531549	2.065507517	0.965749	0.71264925	0.360256	174	0.007342	0.004987542	0.932291667	0.145	32.4	1	1988.9	4.681210799	15.48934701	0.034382313	731.0095248	114.1589739	1.424549222	22.74082375	0.049246312	0.938551554	0.791522349	0.82889	136.6	7.59	7.107692308	7.3
SHR5	SHR	10.11404891	4.068944357	2.38343042	0.980779	0.723482193	0.747814	188	0.032121	0.0009995	0.46875	0.145	32.4	1	1988.9	4.681210799	15.4495898	0.034382313	731.0095248	114.0590487	1.424549222	31.34199715	0.043959235	0.944533789	0.80364506	1.18394	673	7.09	5.31	8.3
SHR6	SHR	13.7786139	2.646778359	2.388630676	0.991717	0.50178338	1.338205	196	0.019273	0.0001	2.536458333	0.105	22.3	1	2006.4	4.556200101	15.48989664	0.034171511	764.0008362	113.1476213	1.23151462	14.36398602	0.022344829	0.965219955	0.794326241	0.675824	288	7.24	6.830769231	7.7
SHR7	SHR	7.723168436	2.813012029	1.844013322	1.03906	0.534911032	0.536899	128	0.0001	0.001998003	8048.5	0.215	44.8	2	1823.6	5.147316176	15.24224668	0.031303739	828.4335401	107.6291907	1.307465293	13.35937214	0.048288136	0.482724826	0.759112651	1.060856	245	7.98	7.384615385	7.6
SHR8	SHR	9.428645656	3.902288576	2.033669759	1.028758	0.668643975	1.109924	125	0.0001	7.913894759	8144.953125	1567.253	435594.4	8	1798.6	4.960204343	15.19246505	0.0313399	862.6342655	109.2684729	1.220921879	35.88316345	0.1551686	0.274602618	0.743773709	0.380738	147.8	7.46	7.2	7.1
SHR9	SHR	12.49389962	5.732631779	2.216042167	0.889836	0.272768537	1.930774	186	0.0001	0.002995509	1.635416667	0.457	121.1	1	1944.5	5.739733516	15.32409834	0.03181057	772.1569422	112.1776108	1.212826851	14.37873173	0	1	0.485238331	0.082496	240	8.65	7.846153846	6.9
SHR10	SHR	17.68865319	4.664019326	2.419811818	0.983578	7.55E-02	0.136273	175	0.001079	0.0009995	6.494791667	0.086	22.4	1	1932	5.739733516	15.30563196	0.03181057	772.1569422	111.9534577	1.212826851	14.61257172	0.014685612	0.980732295	0.589147287	0.115634	436	8.59	6.092307692	7.3
SHR11	SHR	19.3067764	4.491093117	2.93458177	0.9916	0.162558315	9.32E-02	170	0.044051	0.001998003	6.494791667	0.086	22.4	1	1932	5.739733516	15.29457297	0.03181057	772.1569422	112.015089	1.212826851	14.01514912	0.000714691	0.999285309	0.760349662	0.15035	484	8.81	7.661538462	8.7
SHR12	SHR	14.44772125	3.176294565	2.64387517	0.954285	0.269487424	0.510612	162	0.00826	0.0001	0.489583333	0.231	61.9	1	1917.3	5.801903704	15.24163412	0.031773619	746.6685417	112.1660815	1.276871983	19.40465927	0	1	0.766782121	1.322804	182	7.16	5.353846154	12.2
SHR13	SHR	5.231645359	2.583828275	1.149314416	1.122314	0.370144246	0.33827	186	0.021108	0.0001	0.723958333	0.074	18.6	1	1908	5.739733516	15.29249006	0.03181057	772.1569422	111.6402038	1.212826851	38.9610939	0.298058826	0.699626876	0.5688603	0.52118	256	7.25	5.261538462	7.8
SHR14	SHR	13.56695357	3.561741619	2.219672791	0.894342	0.374894153	9.90E-02	144	0.027532	0.0009995	1.546875	16.442	3347.3	4	1869	5.332482194	15.11426373	0.030052247	814.2879965	109.5554786	1.413036221	38.85531998	0.61733721	0.319809789	0.832261257	0.93146	130.6	6.83	5.630769231	12.9
SHR15	SHR	9.055714595	3.127620666	2.253579097	1.000392	0.25470783	1.01198	141	0.004589	0.0001	124.7916667	16.186	3292	4	1875.3	5.332482194	15.25786786	0.030052247	814.2879965	110.1232459	1.413036221	36.66188431	0.177519841	0.783748372	0.819396338	1.076636	125.6	6.91	6.461538462	12.5
SHR16	SHR	9.041069574	5.454724237	2.257043167	0.878681	0.144391273	0.653274	137	0.0001	3.837601138	99.30208333	11.725	2350	4	1896.2	5.396103176	15.19826621	0.030534117	868.6347308	108.7692605	0.909491033	15.00673008	0.046703082	0.918780948	0.832591127	0.467528	122.9	7.05	7.476923077	11.8
SHR17	SHR	17.34127487	2.437336252	2.561768457	0.961559	0.729688013	0.963637	142	0.000918	3.795916064	89.109375	0.164	36.3	1	1909.6	5.396103176	15.2223041	0.030534117	868.6347308	108.1181539	0.909491033	39.01978302	0.536863492	0.344716844	0.838528781	0.731054	117.3	7.08	7.476923077	11.5
SHR18	SHR	20.31769036	2.877335921	2.649749716	0.899411	0.585831714	0.609864	136	0.010785	0.0001	74.66666667	9.184	1799.3	4	1920.6	5.396103176	15.14411129	0.030534117	868.6347308	108.7844773	0.909491033	18.89854431	0.097035117	0.902964883	0.730331519	0.480152	87.9	7	8.4	10.9
SHR19	SHR	9.835494974	4.027020268	3.178942174	0.958427	0.204226182	0.15354	192	0.0001	4.280243048	57.65625	7.065	1341.1	4	1948.9	5.366836631	14.93734678	0.031721	902.0214561	107.3094148	0.843091881	22.33858299	0.01768281	0.476632619	0.853702787	0.262388	78.3	6.92	9.9	12.3
SHR20	SHR	11.26429218	4.555521967	2.172896177	0.996692	8.59E-02	0.890948	207	0.026209	0.0001	12.22916667	4.32	805.3	3	1977.9	4.818066761	15.03851805	0.031041797	936.6681681	106.7111945	1.06340506	28.71831894	0.160384829	0.819377602	0.901204024	0.057248	98.7	6.94	8.8	9.5
SHR21	SHR	14.45886079	5.370964655	2.72953953	0.974235	0.381689457	0.191869	219	0.013766	0.0001	7.963541667	0.709	130.5	2	1983.7	4.818066761	14.89471768	0.031041797	936.6681681	105.7737363	1.06340506	12.95948792	0.006625657	0.491818902	0.25	0.215048	81.7	6.69	8.6	8.5
SHR22	SHR	16.70116425	4.74889936	3.516928842	0.933717	7.15E-02	6.03E-02	128	0.0001	4.772132728	805.921875	91.716	19629	6	1984.4	5.944647472	15.10700079	0.032781855	653.7543426	114.5327043	1.393979447	26.76465797	0.219185915	0.682363752	1.7	0.19	97.2	7.75	5.916666667	5.5
SHR23	SHR	10.53475521	4.059835951	2.719794265	0.93708	0.408813186	1.428553	157	0.003235	0.0009995	804.1145833	89.736	19017.5	6	2032.7	6.213346353	14.99279364	0.033738187	696.6197288	112.761733	1.041938013	24.37593269	0.19524058	0.689679037	1.8	0.24	116.5	8.09	6.833333333	15.5
SHR24	SHR	21.2853078	4.934451819	3.113363096	1.009893	0.14389864	8.91E-02	151	0.0001	0.162968828	721.5052083	75.241	15207	6	2108.9	6.046374728	15.21007355	0.032615184	800.293211	109.4186253	0.946182601	21.75637436	0.193028554	0.713594139	1.6	0.34	67.8	7.24	6.583333333	12.5
SHR25	SHR	13.22462045	2.282959141	2.253656737	0.962466	0.835010131	1.277749	154	0.033038	0.0001	546.265625	14.833	3184.1	4	2132.5	5.898823799	15.2059745	0.032609343	824.1105628	108.2507732	0.933412198	22.47934151	0.126018414	0.734686491	1.3	0.27	63.8	7.35	6.833333333	1
SHR26	SHR	12.80477739	4.073324557	1.937645549	1.063927	0.203764287	0.135536	277	0.12573	0.0009995	0.927083333	0.518	94.4	1	1991.2	4.469279537	14.71850153	0.031221959	952.2200409	106.0076272	1.083308003	33.39682388	0.238009988	0.461863628	1.6	0.19	138.1	7.1	7	10.5
SHR27	SHR	16.0828414	4.011542257	3.027456786	0.959945	0.129582912	0.2449	178	0.003494	0.0001	3.557291667	12.33	2510.1	4	2199.3	5.690463522	15.04645165	0.031750901	878.8596098	105.0566806	0.834518169	28.43518257	0.158826947	0.831957373	2.4	0.28	57.3	7.27	6.75	9
SHR28	SHR	21.14638674	5.524705368	3.17119948	0.980263	0.166464938	9.43E-02	240	0.124054	0.0009995	34.34895833	4.965	885.9	3	2222	4.80204485	14.92368259	0.03126276	968.3906979	104.2075687	1.165775382	10.1991024	0	0.220930457	2.6	0.21	56.9	7.54	6	8
SHR29	SHR	20.74919974	6.931938143	2.670391944	1.019667	1.143132968	0.184054	298	0.018355	0.0001	37.84375	5.952	1208.2	4	2264.8	4.679880224	14.37495186	0.033220708	886.3508305	102.6108826	0.866601605	14.9684	0.014917278	0.660458888	2.3	0.22	38.6	7.84	8.2	7
SHR30	SHR	15.53428346	5.059580032	1.97502211	0.964352	0.52682535	0.634634	947	0.148731	0.021761492	0.75	0.466	85.1	1	1962.6	3.413116831	13.72467957	0.033621372	845.2998394	103.1917916	0.993000254	0.975662708	0	0	2	0.18	32.1	7.84	8.1	5.5
SHR31	SHR	7.943497114	2.264032164	1.52726121	1.116726	0.962948318	0.756874	118	0.009177	0.0001	0.09375	527.561	71374.2	7	2248.6	5.96913636	14.88893221	0.031635047	589.4168269	113.4957791	0.96259783	18.73174477	0.159368051	0.41740413	0.41	0.02	58.6	8.16	9	4.7
SHR32	SHR	7.938466501	2.875407134	2.272264162	1.078553	0.778544211	0.193386	194	0.0001	5.473257581	205.796875	425.408	50382.1	6	2316.7	6.353023505	14.92191408	0.03500217	614.5337346	110.1228527	1.041625757	16.92058182	0.062151944	0.627423059	0.43	0.01	325.2	7.78	8.01	4.4
SHR33	SHR	8.268066688	3.179089004	2.069985081	1.020005	0.244289442	8.42E-02	171	0.0001	6.008449483	196.4635417	0.567	115.7	3	2370.4	6.346473754	14.88634819	0.034077054	655.4256645	106.9851854	1.319588523	17.46020508	0.044148936	0.778169386	0.41	0.09	95.3	8.37	8.2	5.6
SHR34	SHR	4.760137795	3.809176627	1.975047356	1.038998	1.04391076	0.749504	253	0.06883	0.022739487	274.4895833	377.806	42878.4	6	2481.9	5.649561934	14.13534477	0.029305218	722.2756685	103.0953815	1.779372352	16.802145	0.224520764	0.108122893	0.42	0.05	95.8	7.35	9.85	4.7
SHR35	SHR	3.20305081	2.473375721	0.754037447	1.070607	0.934014694	1.485804	236	0.062406	0.003992021	0.427083333	7.984	1195.4	4	2611.3	5.315284447	14.48530791	0.028782091	744.7748523	98.32514936	1.796799837	16.21600723	0.032213578	0.816076938	0.37	0.01	170.7	8.08	8.2	5.7
SHR36	SHR	6.056772117	2.701344426	2.371539109	0.951703	0.955581456	0.136442	270	0.006424	0.0001	2.916666667	7.427	1021	3	2705.2	5.960721319	14.41733886	0.027681663	735.1414612	98.90405178	1.460919874	24.52481461	0.021937467	0.883563984	0.41	0.05	308.2	8.42	8.2	4.1
SHR37	SHR	4.66813853	2.381469158	1.477901178	1.085439	0.971990766	0.260294	466	0.036709	0.178146185	87.24479167	86.396	8743.3	5	2772.1	2.795301696	13.23321792	0.030803333	778.9842112	97.58082927	2.533637138	13.22400475	0.080589648	0.146634473	0.38	0.06	187.3	8.39	8.85	4.8
SHR38	SHR	6.73515704	1.743993652	1.763155393	1.204917	1.192347033	1.145961	852	0.025884	0.001998003	0.369791667	1.773	121.9	2	2822.6	-0.3126458	12.94826675	0.026957186	960.1464404	97.17736639	2.399135498	1.339466333	0	0	0.37	0.02	136	8.06	7.55	4.8
SHR39	SHR	6.474241956	2.83701601	1.572846329	1.08004	0.935032155	0.325892	311	0.013766	0.0001	10.71354167	1.08	311	3	3073.7	-0.235803925	16.65321873	0.040695942	696.9880686	105.0424804	1.27601482	5.249191761	0	0.382560366	0.408	0.085	182.5	8.68	5.51	4.7
SHR40	SHR	12.87320775	4.661089794	2.038319654	0.985127	0.32073899	0.242742	373	0.015602	0.0001	0.005208333	0.061	13.8	1	3019.6	-0.102208994	16.06811708	0.040506014	781.5551369	108.6168613	-0.109205216	3.127028704	0	0.530440971	0.28	0.15	199.7	7.85	4.76	14.4
SHR41	SHR	5.691952333	2.561315985	1.158298705	1.013221	1.011262902	1.251726	341	0.067912	0.001998003	14.59375	37.63	11336.8	5	2983.4	0.145099165	16.4431136	0.038719372	751.5726039	107.533788	1.111001465	3.166101456	0	0.091491662	0.2	0.13	103	7.85	4.3	10.1
SHR42	SHR	16.79314872	5.479619591	2.362172327	0.942879	0.128854027	0.050184	238	0.0001	0.001998003	51.44791667	97.77	26480.5	6	2861.4	1.1001288	16.64534278	0.038895138	752.6812268	112.7751288	1.733016047	13.84066772	0.142848724	0.301044278	0.31	0.07	173.7	7.75	6.28	9.5
SHR43	SHR	5.176385746	2.572724449	0.951486028	1.151866	2.034025497	4.52132	255	0.015725	0.0001	0.286458333	16.171	4697.3	5	2883.9	0.916828651	16.14650483	0.040490511	754.969404	115.0323318	1.816221461	10.04861641	0.005821492	0.693620161	0.28	0.28	151.8	7.76	9.21	6.9
SHR44	SHR	10.5328562	4.871481766	1.746744483	0.973599	0.118521015	0.89958	273	0.005506	0.0001	28.3125	10.049	3096.9	4	2930	1.037779341	16.62243381	0.040423603	767.510811	111.0417428	1.387733201	8.576851845	0.006199986	0.778075624	0.36	0.34	142.4	7.67	7.79	7.3
SHR45	SHR	4.657737653	2.492271821	0.678348275	1.113416	1.073087892	0.60253	203	0.0001	0.0001	151.8958333	0.072	22	1	2752.7	1.779852053	15.99917764	0.039496474	739.0075319	113.8014945	1.714557416	6.444122791	0	0.000085	0.23	0.7	178.1	7.51	7.48	7.9
SHR46	SHR	5.063903035	3.554229701	0.804708607	1.064606	0.423963357	0.695225	247	0.000918	0.0001	0.21875	30.786	8489	5	2785	1.999386293	16.2530495	0.036264791	745.1753494	113.7998428	1.411833934	7.413393974	0.234546516	0.72098876	0.24	0.17	131.7	7.51	5.83	7.6
SHR47	SHR	7.337604734	3.851475167	1.36700275	0.982867	0.562570599	1.796428	228	0.010095	0.0001	0.015625	61.788	18397.3	5	2743.5	1.085832011	15.604072	0.041012044	762.0000201	119.6942414	1.937855447	6.81949234	0.024653611	0.100481577	0.41	0.15	213.2	7.98	5.72	5.6
SHR48	SHR	6.825662797	2.466403914	1.753488616	0.985547	0.932800447	0.193482	186	0.001747	0.0001	319.25	245.951	66356.4	7	2661.9	3.324811282	15.87546736	0.03912947	729.4948836	117.5208329	1.87525723	22.59168625	0.106631643	0.023464018	0.54	0.13	337	7.31	6.24	10.4
SHR49	SHR	10.38715319	3.395274874	1.972697115	1.074868	0.678269277	0.195563	154	0.005392	0.0001	0.177083333	0.074	28.9	1	2577.4	4.363551827	15.69676864	0.038462978	702.5155411	118.0636825	1.858134198	7.616596699	0.001445877	0.003942991	0.39	0.08	655	7.77	6.18	7
SHR50	SHR	9.307639847	3.935790511	1.637603683	1.027133	0.500998441	1.094007	136	0.010483	0.0001	407.5208333	463.073	120437.5	7	2495.6	5.206955513	15.24545164	0.033950281	698.2848302	118.7356921	1.727022516	20.53053665	0.003318006	0.867784386	0.37	0.84	614	8.04	8.2	5.9
SHR51	SHR	4.763767546	2.968824705	1.494625432	1.077273	0.304550787	0.250179	219	0.014684	0.0001	0.072916667	0.081	48.3	1	2492	5.262345655	14.39273069	0.032549266	678.5693218	119.8599435	1.236605338	17.722435	0.007825232	0.190369748	0.35	0.05	496	7.97	5.8	11.9
SHR52	SHR	3.159251605	2.502330559	1.495941554	1.055918	1.125291412	2.419203	133	0.0001	0.011928571	0.145833333	548.694	144611.9	7	2388.7	5.747557441	14.8863246	0.03190157	660.9007479	121.5967195	1.453385333	17.18506432	0.066416864	0.730646749	0.28	0.15	470.8	8.96	8.41	5.9
SHR53	SHR	3.966290443	2.398873008	0.896855146	1.198298	0.747172704	1.082338	127	0.002753	0.0001	0.239583333	0.038	25	1	2210.4	6.049266248	14.69318394	0.031367771	628.0087316	122.9987723	1.55573847	12.5097456	0.015689357	0.959865147	0.44	0.32	648	8.15	7.87	6.6
SHR54	SHR	3.456014901	2.19883358	1.66779619	0.958253	1.124744276	4.025303	128	0.017437	0.0001	280.1354167	502.937	74101.1	7	2118.1	5.949716471	14.86449842	0.03181668	601.5671652	119.7187314	1.378098587	15.50791073	0.062905706	0.574217522	0.42	0.59	201.2	7.8	5.78	4.2
SHR55	SHR	15.31772979	3.655731572	2.449038316	1.066027	0.343324074	0.63321	123	0.017472	0.0009995	1416.005208	1257.741	365491.7	8	2048.5	5.804339778	15.04839152	0.033430252	605.7714733	117.8381678	1.584728089	24.34900475	0.108204837	0.729171984	0.18	0.42	262	7.31	6.69	5.3
SHR56	SHR	13.93027867	3.648463697	1.743785942	1.091439	0.268054967	1.073383	100	0.0001	0.0009995	1462.213542	0.047	15.3	1	1997.7	5.566058217	15.10196429	0.033155921	568.7539519	114.7545023	1.489132352	13.25428772	0.228899794	0.567327806	0.15	0.44	215.3	7.35	3.75	4.3
SHR57	SHR	17.67926853	4.255379416	2.856291638	1.115572	0.117765523	0.546639	126	0.005242	0.0009995	1792.1875	0.24	60	1	1879.8	5.187010804	15.0577805	0.031639675	626.6144143	111.3056235	1.276225998	39.27980042	0.748826773	0.119918144	0.28	0.12	204.3	7.76	3.36	5.4
SHR58	SHR	11.38230439	4.016698776	2.094005133	1.126055	0.348515644	0.648022	95	0.02845	0.001998003	2411.015625	1585.992	439238.5	8	1755.3	4.403933107	15.47581282	0.03220638	651.7848843	107.0263137	1.17796633	16.04226875	0.120687445	0.63117483	0.15	0.53	137.7	7.59	6.43	5.4
SHR59	SHR	6.008222988	3.312171781	1.291039617	1.088587	0.690606785	0.818919	102	0.0001	8.342157429	0.25	1616.717	444163.5	8	1688.3	3.739124356	15.43688783	0.031030745	618.4119315	104.6928886	1.231180058	15.85557652	0.021067832	0.413304053	0.29	0.02	319.2	7.41	6.19	5.7
SHR60	SHR	9.289967198	3.128752689	2.070204388	1.126806	0.302839297	0.4265	90	0.001747	0.0001	0.161458333	0.06	12.5	1	1575.9	4.134217062	14.84966917	0.031398742	579.2726708	100.217915	1.424866781	15.2003212	0.022699251	0.937935493	0.22	0.11	130.7	7.44	8.37	4.7
SHR61	SHR	7.560177612	2.471107296	1.801793925	1.13582	1.124255617	0.16713	82	0.009402	0.0009995	0.192708333	1964.688	513684.1	8	1499	4.128463945	15.04907485	0.030580611	580.315684	99.2136823	1.38055112	33.09568787	0.103260863	0.548833559	0.28	0.12	201.7	7.54	5.69	5
SHR62	SHR	14.47931392	2.391638753	2.131795817	0.988701	0.815317592	1.096745	68	0.0001	0.0001	3351.177083	0.073	13.5	1	1405.4	4.507562948	15.14261773	0.030757662	576.0294812	96.46789464	1.757975763	11.69934654	0.001445913	0.998033559	0.42	0.21	204.8	7.42	5.13	4.9
SHR63	SHR	10.16849695	3.512814907	2.425546798	0.983874	0.234768369	0.118466	74	0.009402	0.0001	3447.510417	1.299	246.1	2	1343.2	4.309471071	15.11797185	0.030503832	566.5880963	94.60177906	2.364908175	17.81604576	0.044953007	0.935453692	0.31	0.03	210.1	7.51	5.44	4.7
SHR64	SHR	6.233198306	4.371538727	1.674426167	1.106737	0.310428963	1.067864	280	0.030285	0.0009995	5111.385417	0.122	34.3	1	2810.7	1.99699142	16.23565729	0.037303134	723.1431917	115.8106952	1.518879238	15.33545589	0.045669036	0.9327127	0.52	0.023	73	7	10.2	3.5
SHR65	SHR	4.305732515	1.832524978	1.325032921	1.008794	0.738656956	0.947527	145	0.0001	0.21511138	1.208333333	0.067	14.5	1	2357.7	6.001978897	14.8850724	0.034077054	794.054422	108.5986182	1.319588523	7.95511055	0.021411551	0.971354817	2.71	0.0905	181.5	7	9.6	4.8
SHR66	SHR	4.058730119	2.08290943	1.822850625	0.953289	1.215445875	0.079224	187	0.033039	0.657520003	198.8229167	0.183	46	1	2312.1	6.015211611	14.96478505	0.03500217	758.5866513	110.7052889	1.041625757	19.3618145	0.153615644	0.642411465	2.73	0.12175	254.2	7	7.8	3.5
SHR67	SHR	5.136374279	2.527395075	2.101282934	0.824085	0.528726563	0.439602	131	0.0001	0.012916225	0.09375	0.061	25	1	2122.8	5.747042698	15.08639883	0.033272266	667.785285	117.4971102	1.552120113	8.892439842	0.21342173	0.159232331	1.84	0.10275	313.2	7.5	9.3	3.6
SHR68	SHR	7.197022091	2.976512125	2.029351391	0.898788	0.195332051	1.035262	217	0.038545	0.0001	0.9609375	151.307	41337.6	6	2809.8	1.772128743	16.47771011	0.038433356	724.4655432	114.358063	1.557907733	34.15721512	0.307279541	0.35044195	0.64	0.15	87	7.5	8.3	5.8
SHR69	SHR	9.686180441	4.188176356	2.354009133	0.951484	6.99E-02	0.186207	166	0.025697	0.0001	0.078125	300.263	81468	7	2646.6	3.54535592	15.94136151	0.03912947	684.7894823	117.7415883	1.87525723	19.29318047	0.249764161	0.212338257	1.11	0.102	106	7.6	9.6	6.1
SHR70	SHR	4.799714653	2.408967277	2.149020832	1.00985	0.341984303	1.652314	128	0.012231	0.0001	2.622395833	462.218	120273.7	7	2501.5	5.160115654	15.16861541	0.034572539	641.283999	117.4536257	1.801731264	39.63431549	0.65239754	0.115362897	1.84	0.231	147	7.6	9.5	6.3
SHR71	SHR	3.922562565	2.333867144	1.977055263	0.894955	0.393675955	1.240258	141	0.00826	0.003992021	674.4010417	0.016	10.9	1	2381.7	5.717359482	14.95350461	0.032166725	623.6737156	119.3968826	1.598040106	44.7465477	0.378565515	0.337580384	1.27	0.096	125	7.7	9.6	2.5
SHR72	SHR	8.777603631	4.263280197	2.535630041	0.970626	0.569511976	0.20126	279	0.00826	0.0001	0.119791667	56.422	16758.4	5	2787.1	0.998836023	15.79888756	0.040982148	673.2596144	118.4129031	1.862456153	30.51117325	0.449289112	0.368580163	0.58	0.03	92.4	8.3	11.3	2.5
SHR73	SHR	7.431642865	3.096122202	2.512707963	0.917457	8.03E-02	0.200044	194	0.020491	0.003992021	1198.226563	0.37	109.7	2	2701.2	2.881730604	15.59861486	0.040287148	711.726393	118.8503259	1.994905388	28.34332275	0.126357486	0.582557964	0.93	0.04	95.5	8.1	9.75	3.8
SHR74	SHR	6.576720472	3.339548334	1.689087158	1.176477	0.548693587	0.899455	496	0.111046	0.0009995	24.33333333	10.557	2856.9	4	2656.3	2.312082537	14.28716878	0.034497775	719.3280161	125.5793722	1.592013168	15.40242958	0	0.155671998	0.915	0.015	131.6	8.15	10.15	2.2
SHR75	SHR	5.316663418	3.63850472	2.389072194	1.022769	1.257996706	0.130929	252	0.001079	0.0001	75.03645833	30.306	7793.8	5	2557.6	4.31991295	14.64407105	0.033732754	714.8090055	123.4175209	1.670461046	20.82791901	0.066242226	0.857829003	1.085	0.02	115.4	8.15	9.25	23.1
SHR76	SHR	3.113977847	2.747184024	1.943086016	1.148674	1.175433599	4.310222	127	0.010095	0.0001	0.072916667	0.044	16.9	1	2073.7	5.74144894	15.05059825	0.033430252	710.1030248	118.6111897	1.584728089	24.73843002	0.162105313	0.575943328	2.23	0.071	264	7.9	10	3.9
SHR77	SHR	5.043920171	2.542523681	1.839339513	0.853427	0.633909223	0.419982	140	0.005392	0.0001	100.5260417	0.123	30.1	1	1877.2	4.922862162	15.01272424	0.031639675	821.7876199	111.4968597	1.276225998	40.99206543	0.581881604	0.197283148	1.9	0.13	243	7.8	9.3	3.5
SHR78	SHR	7.388142012	3.198201473	2.253237703	0.818545	1.76E-01	0.110866	112	0.0001	0.0001	0.598958333	1559.706	434046.4	8	1829.8	4.569580923	15.16388364	0.031303739	882.5254318	107.3155959	1.307465293	8.79485321	0	0	2.53	0.129	262	7.7	9	3.8
SHR79	SHR	7.901529167	3.405872964	2.301892876	0.819633	1.19E-01	9.46E-02	84	0.0001	1.835776355	0.6640625	0.098	17.6	1	1698.1	3.486909864	15.47789338	0.031030745	861.4647158	105.3349754	1.231180058	13.59869862	0.08011511	0.358166004	2.13	0.12	221	7.8	9.3	4.8
SHR80	SHR	7.499324543	2.765141603	2.318431068	0.872736	0.221579563	0.81943	119	0.001078	0.0001	2.145833333	1965.459	513850.6	8	1486.8	4.352488833	15.05953714	0.03051701	857.7657812	99.72115082	1.665154387	19.19525909	0.059085785	0.891367762	2.49	0.114	229	7.6	10	6.3
SHR81	SHR	7.086069644	3.738780932	2.021766585	1.018229	0.453411786	0.871529	71	0.0001	0.104360015	0.796875	2106.995	539183.4	8	1384.3	4.77731676	15.09945485	0.032380106	806.6118226	95.53129974	1.884465374	12.27488232	0.19480384	0.230273133	2.19	0.098	204	7.7	9.1	5.8
SHR82	SHR	6.582778561	3.430907908	2.111258816	0.941079	1.099377142	0.408668	65	0.0001	1.060910421	273.3151042	26.94	4486.8	4	1361.6	4.407811348	15.11848102	0.031822435	818.57592	94.48900467	2.019910054	9.007016182	0.190525978	0.35057034	1.49	0.14	167	7.6	9.1	5.5
SHR83	SHR	8.911319467	4.37356846	1.985041812	1.059879	0.41386971	0.325435	46	0.012223	0.0001	4.03125	2194.353	552556.6	8	1194.6	4.5	15.69873605	0.031	820	90.69951897	1.32	14.95120335	0.16361917	0.414539315	2.09	0.119	213	7.4	10.3	9
SHR84	SHR	6.612592947	3.11379204	2.138727813	0.852512	0.337713394	0.244329	134	0.0001	2.072291038	25.36979167	1368.964	393501.2	8	1861.3	4.723680676	14.98248819	0.030052247	862.2788813	110.2194444	1.413036221	43.03704071	0.330829788	0.22397822	3.87	0.234	215	7.3	6.6	7.9
SHR85	SHR	4.597479606	2.604054354	1.8995104	0.841627	0.436933502	0.572193	136	0.011863	0.0001	248.6171875	1555.474	433524.2	8	1844.4	4.666388745	15.11662037	0.031853322	868.2459494	108.7804106	1.309101432	11.23305225	0.014332319	0.183583	2.88	0.206	266	7.6	9.6	8.2
SHR86	SHR	6.817141449	1.995496956	2.036153137	1.033991	0.897580223	0.617839	393	0.210604	0.003992021	233.4036458	41.127	7972.5	5	2015.7	4.296289934	13.59367663	0.028171548	794.1645902	99.46501741	1.020241781	28.76285362	0.277156334	0.35876777	1.65	0.059	81	7.2	9.7	5.9
SHR87	SHR	1.80931783	1.58452902	1.660207819	0.971852	6.64875404	0.957894	305	0.055774	0.0009995	234.4088542	105.708	23380.2	5	1784.7	3.847704219	14.10944696	0.031628857	787.6049584	97.62579009	1.639414908	42.04317856	0.163950683	0.539979531	1.67	0.079	103	7.6	8.8	7.9
SHR88	SHR	8.94752158	3.433794344	2.442468005	0.896932	0.395379313	0.49347	102	0.002821	0.0001	0.296875	115.133	20699	5	1486.6	4.352488833	15.15502468	0.03051701	857.7657812	99.8485128	1.665154387	37.83777618	0.038773774	0.943920475	2.21	0.041	72	7.4	10	5.5
SHR89	SHR	4.145525517	2.427803516	1.940055535	0.886262	2.280677031	1.194201	77	0.00094	0.0001	21.07552083	26.94	4486.8	4	1361.6	4.407811348	15.1517706	0.031822435	818.57592	96.36888395	2.019910054	21.50486755	0.017673515	0.958007684	1.85	0.088	89	7.5	8.2	4.8
SHR90	SHR	4.696186042	2.873834242	2.052860218	0.857134	0.818782685	0.935428	54	0.015386	0.0001	2.145833333	0.072	12.6	1	1323.6	4.2	15.32686507	0.031	815	94.99126521	1.32	39.14744186	0.179162136	0.74962157	0.86	0.05	68	8	8.9	5.8
