Site	basin	TD	FD	PD	LCBDtax	LCBDfunc	LCBDphylo	Elevation	Gradient	SPI	Qmon	Qann	CatchArea	Order	Out_dist	MAT	Tsea	Ttrend	MAP	Psea	Ptrend	HFP	Urban	Cropland	TN	TP	EC	pH	DO	COD
LR106	LR	9.846197712	3.397401757	2.278924643	0.986268	0.451891504	3.824914	119	0.041025	0.0001	1.6796875	0.096	15.3	1	276.2	7.872599306	12.50182215	0.033237521	929.2899713	101.7867443	0.450909644	39.19126511	0.864172506	0.03056834	8.777945686	0.130712094	603	7.77	6.72	2.6
LR107	LR	3.612771016	2.171366745	0.684684382	1.139885	1.758929105	5.999373	117	0.044286	0.0009995	2.28125	25.256	3862.5	4	294.8	7.087618691	12.66911918	0.031074479	939.6413907	103.4865259	0.075865736	35.30491257	0.397403898	0.425949436	1.553966667	0.026562248	270.5	8.77	9.878195122	2.6
LR108	LR	1.808462276	1.208510782	0.68087657	1.15535	1.82774735	1.051888	132	0.30646	0.0009995	204.9791667	0.669	112	2	288.3	7.872599306	12.64969062	0.033237521	929.2899713	103.8747871	0.450909644	50	0.243596717	0.306695526	5.235339216	0.034635879	475	7.75	6.601143089	2.6
LR109	LR	7.481228174	3.121229199	1.931243718	1.055315	2.052517985	1.20999	223	0.204602	0.002995509	4.984375	0.812	131.3	2	311	7.36644538	12.69154866	0.031549442	941.4926667	103.2354523	0.416766481	23.65339279	0.104118455	0.296841041	1.627496078	0.018488616	265	8.85	8.937414634	2.6
LR110	LR	2.864980911	1.831830517	1.792395015	1.154959	1.087387131	8.779014	276	0.034543	0.0009995	31.49479167	6.988	895.1	3	373.6	6.461153623	12.69299211	0.029141318	954.5002295	102.751444	0.033000096	6.782866001	0.033596802	0.161940129	0.740241176	0.042709511	216	8.5	5.958276423	2.6
LR111	LR	7.193987807	3.085318268	2.337483477	1.128331	2.507173537	1.23846	367	0.38972	0.0009995	0.614583333	2.629	332.4	3	403.6	6.444657028	12.50475059	0.025949122	978.4285392	103.2254345	0.142907336	20.74518585	0.05045061	0.283152998	1.789260784	0.017277571	96	8.37	9.015813008	2.6
LR112	LR	6.250543592	2.295796383	1.848220799	1.057637	0.949921625	6.495325	137	0.004647	0.016857117	2.536458333	0.457	77.9	1	257.8	8.170967712	12.76418716	0.03353779	900.2615468	103.580793	0.487870635	33.22212982	0.113120266	0.669811546	5.333378431	0.093977071	393	7.9	8.310227642	2.6
LR113	LR	9.582270277	3.850522486	0.922505522	1.084534	0.160413554	0.519418	64	0.0001	2.22818477	1.276041667	2.549	437.2	3	245.9	8.957213772	12.79585895	0.03402159	882.4427859	101.5783781	0.483820509	34.41054535	0.454330848	0.543352765	4.024554902	0.037057969	511	8.16	8.357266667	2.6
LR114	LR	8.443315812	3.503977433	2.163226913	1.068107	1.589728913	1.59354	248	0.039858	0.0001	6.690104167	0.286	47.9	1	310.5	7.36644538	12.75746353	0.031549442	941.4926667	103.301683	0.416766481	28.93185616	0.08096379	0.539265803	1.916711765	0.026965929	328	8.14	7.980954472	2.6
LR115	LR	3.960450507	2.364068529	0.90537788	0.983188	0.511297344	0.408269	437	0.167301	0.006975614	1.0859375	0.664	104	2	378.9	5.842039302	12.82808781	0.026391991	945.6650791	102.3153583	0.380167837	19.60257721	0.054894805	0.28773812	0.720633333	0.02212175	177.2	9.14	9.25100813	2.6
LR116	LR	10.36626079	3.651745919	1.515338051	1.076241	0.762235205	3.49457	344	0.508407	0.015873349	24.5	1.024	161.5	2	369.9	6.637889815	12.82499272	0.031240834	957.7100739	102.0396253	0.479430053	16.15312958	0.017835691	0.224974055	3.318672549	0.023736477	203	9.48	9.956593496	2.6
LR117	LR	4.624950395	2.498053944	0.964488387	1.185349	3.4669105	0.48285	225	0.385722	0.003992021	1.057291667	0.387	65.4	1	256.5	8.957213772	12.49704567	0.03402159	882.4427859	104.90489	0.483820509	37.84985733	0.248488021	0.251053218	8.524554902	0.057645729	585	7.91	8.200469919	2.6
LR118	LR	6.636047528	2.302812632	1.541163433	0.956667	0.502207146	0.504483	144	0.021257	0.0009995	229.4713542	27.76	4430.3	4	259.4	7.872599306	12.43701514	0.033237521	929.2899713	103.6914804	0.450909644	21.94628906	0.189853409	0.24338783	3.529456863	0.451638947	441.5	7.68	8.435665041	2.6
LR119	LR	1.896991102	1.414794838	0.779251501	1.068584	1.306230759	10.367373	319	0.003098	0.437609561	7.111979167	1.133	164.4	2	284.3	7.872599306	12.35860453	0.033237521	929.2899713	104.6449597	0.450909644	28.46683884	0.086319457	0.363292797	2.813770588	0.115775876	204	8.45	9.392125203	2.6
LR120	LR	4.347792683	2.043975986	1.073043109	1.000142	0.546971659	1.140756	169	0.044286	0.0001	11.13802083	5.823	765.6	3	277	7.872599306	12.40237598	0.033237521	929.2899713	104.2813448	0.450909644	48.52120972	0.160814281	0.517196033	0.911809804	0.132730502	407	8.47	10.17610894	2.6
LR121	LR	12.78886867	3.916403536	2.079721313	0.951611	0.326217329	5.472729	227	0.066611	0.0009995	1.6796875	27.548	4311.1	4	277.3	7.872599306	12.6090389	0.033237521	929.2899713	100.8411333	0.450909644	46.62900543	0.701051321	0.041387408	2.215731373	0.065719361	365	8.08	7.996634146	2.6
LR122	LR	5.82397702	2.849509079	1.282457363	1.042334	0.365118121	5.914527	180	0.066429	0.0009995	168.3776042	24.076	3647.9	4	298.9	7.36644538	12.66007502	0.031549442	941.4926667	103.7730535	0.416766481	33.85307693	0.054397211	0.32634125	1.627496078	0.041498466	251	9	11.11688943	2.6
LR123	LR	4.478472741	2.57864732	1.28844718	0.969937	1.466901335	1.929013	161	0.031	0.003992021	0.958333333	0.172	26.3	1	249.1	8.660995333	12.40480227	0.034358948	881.7900722	105.4619427	0.470471737	20.25298309	0.048916314	0.431278006	6.838280392	0.109316971	325	8.47	10.97577236	2.6
LR124	LR	5.416009316	2.485791638	0.926251464	1.10412	0.501071215	7.500792	332	0.283431	0.001998003	10.26302083	1.059	138.8	2	303.5	7.455744336	12.28686438	0.031980068	922.9006015	105.000873	0.052376676	34.58873367	0.086026622	0.261121136	1.20102549	0.047957371	222	8.08	9.345086179	2.6
LR125	LR	6.657914629	2.790793751	0.969603234	1.11818	0.806536041	6.403554	278	0.0001	0.004987542	47.50260417	7.134	1151.3	4	379.8	5.842039302	12.84573237	0.026391991	945.6650791	102.4760446	0.380167837	19.67183876	0.132274321	0.715394171	1.784358824	0.017681253	225	9.93	11.91655285	2.6
LR126	LR	9.922706604	3.132531517	2.371978088	1.131611	0.281905195	0.283194	402	0.0001	0.825490368	0.638020833	0.48	61.5	2	398.5	6.461153623	12.61357031	0.029141318	954.5002295	103.698411	0.033000096	29.56959343	0.177553973	0.424928574	1.411809804	0.014855482	125.3	8.9	9.094211382	2.6
LR127	LR	3.845042432	2.082290695	1.298677827	1.038302	0.783471321	6.366022	350	0.232059	0.002995509	17.0625	0.598	90.4	2	404.2	5.842039302	12.8681899	0.026391991	945.6650791	101.9911071	0.380167837	11.388484	0.008108025	0.122341471	1.161809804	0.023736477	135.2	7.78	8.278868293	2.6
LR128	LR	5.381778178	3.00141552	1.211191521	1.103275	0.244866074	0.284721	303	0.139944	0.001998003	7.638020833	0.266	42.5	1	376.8	6.637889815	12.83127928	0.031240834	957.7100739	102.63214	0.479430053	22.9360981	0.039549216	0.450852204	1.50984902	0.018892298	189	9.77	10.66217886	2.6
LR129	LR	15.95000729	3.904409892	2.234734537	0.949634	0.267828326	1.923606	173	0.033468	0.081579987	1.322916667	0.186	31.5	1	271.3	8.170967712	12.71930907	0.03353779	900.2615468	103.7634091	0.487870635	28.82169724	0.033794855	0.376861295	2.808868627	0.113353787	387	8.17	9.486203252	2.6
LR130	LR	5.920264822	2.788512713	1.113242471	0.989147	0.318881365	1.451508	187	0.020372	0.0001	20.05208333	22.519	3307.2	4	339.9	7.087618691	12.50831451	0.031074479	939.6413907	103.0806012	0.075865736	50	0.519547947	0.275167953	2.504947059	0.017277571	230	8.62	11.77543577	2.6
LR131	LR	18.32682959	3.576984686	2.250329186	1.04386	0.197773192	2.372316	195	0.012393	2.048079865	0.260416667	0.158	18	1	259.8	7.564442068	12.31590294	0.032259199	1061.930752	106.1769862	0.296710532	26.22081757	0.14900948	0.379954301	0.307703471	0.023455497	378.2	8.28	9.7	2.6
LR132	LR	1.169822051	1.102736028	1.446992144	1.047859	8.714590199	1.132914	360	0.010629	0.0009995	1.958333333	1.113	114.1	2	277.6	7.05385013	12.11945232	0.028898817	1110.533128	106.5578992	-0.188391895	21.38043404	0.036895206	0.280808088	0.38465775	0.019267016	344.7	9.38	11.6	2.6
LR133	LR	1.046318906	1.03989444	1.429734011	1.050201	8.902936842	1.209026	163	0.001549	0.0001	1.197916667	0.769	88.3	2	163.9	7.551484198	12.14657909	0.029214676	1095.965586	106.3713076	-0.023145545	33.12368774	0.195244888	0.660862662	0.342501967	0.02973822	372.7	9.18	9.8	2.6
LR134	LR	1.009871574	1.00768628	1.414276649	1.067954	9.016183661	1.211736	121	0.068201	0.002995509	2.395833333	0.385	49.7	2	167.2	7.551484198	12.15416812	0.029214676	1095.965586	106.6118564	-0.023145545	29.1719017	0.222834272	0.652278453	0.803736341	0.024502618	404.2	9.01	9.9	2.6
LR135	LR	2.699184536	2.086420332	0.943664026	1.07405	1.099009187	2.559404	346	0.001772	0.0009995	0.177083333	0.775	77.1	2	284.3	7.05385013	12.04841386	0.028898817	1110.533128	105.8516202	-0.188391895	25.8463726	0.111922111	0.518573998	0.316518926	0.019267016	454	9.1	13	2.6
LR136	LR	1.033727254	1.027517996	1.419317365	1.066488	8.955604673	1.206773	226	0.011514	1.884946184	0.322916667	2.73	255.9	2	265.5	7.564442068	12.15956034	0.032259199	1061.930752	105.9054336	0.296710532	16.6514473	0.069443198	0.284334624	0.579592622	0.032879581	341.7	8.64	11.1	2.6
LR137	LR	1.090372708	1.066362958	1.428315666	1.058481	8.836018428	1.181423	139	0.0001	1.36558132	1.229166667	1.278	131.1	2	257.5	6.90320173	12.3126031	0.032478075	1113.73355	105.5617837	0.108132399	15.06808758	0.059601724	0.421049464	0.622713524	0.023455497	348	8.59	11.2	2.6
LR138	LR	1.063404982	1.052556281	1.425616865	1.062334	8.894002257	1.182458	382	0.015943	0.698134722	0.708333333	1.31	155.7	2	281.7	6.90320173	12.2551964	0.032478075	1113.73355	105.8479314	0.108132399	17.6020298	0.087825031	0.519439135	0.531480024	0.018219895	338.6	8.65	9.1	2.6
LR139	LR	1.020125666	1.015518824	1.416602431	1.068984	8.992755641	1.21108	227	0.022672	0.001998003	1.583333333	2.117	264.6	2	266	6.90320173	12.30246405	0.032478075	1113.73355	105.7352832	0.108132399	23.57108307	0.040935546	0.525047271	0.709156395	0.011937173	364.5	8.76	11.1	2.6
LR140	LR	1.224964166	1.136020988	1.326738431	1.235149	2.44363118	0.507409	436	0.0124	1.298555447	0.145833333	0.89	102.5	2	328.6	6.309448715	12.12104883	0.028615938	1207.412105	105.9265111	0.051441354	18.7531662	0.025876314	0.2653614	0.583103418	0.022408377	287.8	7.95	9.3	2.6
LR141	LR	1.010816826	1.008537889	1.414992592	1.072164	9.013907227	1.212686	311	0.015943	0.0009995	1.104166667	1.595	187.8	2	316.6	6.338158683	12.27106509	0.031980068	1149.243834	105.1849974	0.052376676	9.961666107	0.029811489	0.314712793	0.733684763	0.023455497	339.3	8.16	9.7	2.6
LR142	LR	1.125288349	1.072622043	1.309562625	1.237272	2.4958244	0.530928	674	0.0001	1.200867989	0.135416667	0.47	61	1	373.3	5.599247423	12.25747817	0.028405549	1186.014937	104.048545	0.028342808	16.05471802	0.014365059	0.171798153	0.541045546	0.075811518	127.7	9.15	10.7	2.6
LR143	LR	4.430157935	2.087610088	0.87653777	1.157711	1.650760055	5.286874	428	0.011876	2.906627798	0.135416667	1.372	174.6	2	364.9	5.302688366	12.34827614	0.029141318	1125.410719	104.5864169	0.033000096	20.32082558	0.066683701	0.045960095	0.779300638	0.172146597	103.7	9.13	10.3	2.6
LR144	LR	3.304156988	2.09375131	1.565937423	1.11474	0.715336897	1.668338	545	0.007971	0.468126869	0.135416667	0.366	51.4	1	353.6	5.872172709	12.33418225	0.031074479	1117.302491	104.7009909	0.075865736	12.10166454	0.004054215	0.109118577	0.569964158	0.193089005	171.7	9.35	9.9	2.6
LR145	LR	1.036689969	1.032508087	1.419550945	1.069286	8.965416031	1.181239	459	0.0001	1.499846236	1.0625	1.84	238.3	3	413.1	4.842347649	12.62243354	0.026005834	1141.224094	102.4657714	0.092276671	16.57877159	0.024072854	0.207788477	0.862175015	0.176335079	70.4	8.79	12.2	2.6
LR146	LR	1.020316882	1.017334485	1.416849739	1.06889	8.995823839	1.2026	542	0.006196	1.800388796	0.135416667	0.456	54.8	2	412.2	5.599247423	12.41012007	0.028405549	1186.014937	103.2032574	0.028342808	20.11636925	0.03358917	0.166038147	3.782753737	0.159581152	73.6	9.1	9.1	2.6
LR147	LR	3.833711671	2.093791773	0.832014421	1.14605	1.078706084	3.409658	317	0.046423	0.00796817	3.708333333	5.495	916.9	4	383.9	4.766820251	12.85963155	0.026391991	1088.871206	102.3254847	0.380167837	21.30717278	0.065314341	0.345891294	0.723578984	0.158534031	176.7	8.18	10.2	2.6
LR148	LR	1.008021346	1.006621648	1.413285999	1.073133	9.021738239	1.208746	474	0.072629	0.0009995	0.302083333	0.406	61.7	2	408.4	4.766820251	12.84400075	0.026391991	1088.871206	102.1545452	0.380167837	11.66688538	0.007134009	0.132109171	0.333046595	0.068481675	141.6	9.44	11.5	2.6
LR149	LR	1.012709768	1.008790123	1.416649149	1.068783	9.014570237	1.210934	420	0.013942	0.016857117	0.239583333	0.434	57.1	2	426.2	4.458541504	13.05318335	0.02699207	1058.078595	101.2217047	0.380675844	29.35364914	0.076211986	0.669072811	1.535363231	0.165863874	281.6	9.32	11.9	2.6
LR150	LR	1.024571247	1.017538993	1.416192091	1.067215	8.989235881	1.205804	451	0.186888	0.004987542	0.25	0.594	79.8	2	419.8	4.639374179	12.80891059	0.026264242	1133.01543	101.7453743	0.354546481	7.147942066	0.007077036	0.321402781	0.668075881	0.160628272	371.7	9.3	12.7	2.6
LR151	LR	1.022675527	1.014604783	1.416046616	1.066086	8.991147374	1.207629	414	0.0186	0.022739487	0.489583333	0.144	19.8	1	400.8	4.842347649	12.72820037	0.026005834	1141.224094	102.1581432	0.092276671	11.96619797	0.006954405	0.234955309	0.340433604	0.159581152	305.2	9.25	13.5	2.6
LR152	LR	8.32571852	1.994038188	2.122751049	1.204344	0.859819518	0.563325	2	0.0001	0.0009995	0.322916667	69.151	10655.3	5	152	8.356952639	12.50960566	0.030476435	969.4691427	104.7927862	0.189901976	33.12694931	0.216062905	0.72944582	5.452506338	0.067434555	471.6	7.7	9.4	2.6
LR153	LR	11.46119439	2.908729651	2.518134642	1.092934	0.566524905	8.92E-02	14	0.0124	0.0009995	6.34375	66.949	10242.5	5	164.9	8.35226443	12.519555	0.033158119	958.0898801	104.4222619	0.420356743	28.42843437	0.257538282	0.628393817	5.653765189	0.066387435	449.7	7.22	8.3	2.6
LR154	LR	8.731753714	2.521411087	2.166464327	1.151672	0.494213191	6.88E-02	3	0.006478	0.0009995	21.80208333	55.14	8048.9	5	183.9	7.996482838	12.52463662	0.033295469	1003.940729	103.7215133	0.500660011	43.30245209	0.286418494	0.594511392	5.73203252	0.403560209	413.2	7.57	9.6	2.6
LR155	LR	10.26991239	2.852173253	2.447495171	1.154384	0.582565648	0.104908	14	0.012955	0.0001	55.0625	74.061	11535	5	124.1	8.356952639	12.38460529	0.030476435	969.4691427	105.8750655	0.189901976	29.64618301	0.378552901	0.559345998	6.503690882	0.127120419	451.4	7.82	7.7	2.6
LR156	LR	1.050675908	1.043369022	1.428188255	1.068028	8.88774895	1.207891	7	0.007086	0.0001	2.229166667	74.061	11535	5	124.1	8.404454956	12.35678839	0.031640533	1003.804588	106.1035022	-0.010490895	30.84921074	0.176277276	0.774540553	8.122940817	0.119790576	474	8.88	7.8	2.6
LR157	LR	1.067095748	1.057072952	1.440355856	1.065357	8.867662593	1.16536	3	0.002657	0.0009995	70.03125	80.059	12569.5	5	105.6	8.52510575	12.31171567	0.028511374	1003.175862	106.3098276	-0.083076978	31.81571388	0.110870459	0.8501916	8.677762042	0.125026178	530	9.87	9.5	2.6
LR158	LR	1.005030995	1.003256952	1.412637985	1.072386	9.025277473	1.213993	3	0.001771	2.29172635	0.322916667	8.511	1101.1	4	107.7	8.52510575	12.27138676	0.028511374	1003.175862	105.9989713	-0.083076978	37.35812759	0.246553778	0.753446222	5.086434129	0.149109948	530	8.43	7.2	2.6
LR159	LR	1.110881881	1.084809465	1.431182966	1.066507	8.732286881	1.213317	2	0.003543	0.0001	0.34375	2.071	331.9	3	114.3	8.404454956	12.32559485	0.031640533	1003.804588	105.5738053	-0.010490895	35.40065384	0.282724529	0.715537976	19.55259376	0.187853403	868	8.41	5.9	2.6
LR160	LR	1.080825612	1.066233371	1.441688321	1.058474	8.853746954	1.164136	7	0.0001	0.522951804	0.333333333	0.388	67.6	2	125.5	8.404454956	12.36535074	0.031640533	1003.804588	105.6839467	-0.010490895	34.92411804	0.217234198	0.782765802	2.362926829	0.159581152	725	8.32	7.8	2.6
LR161	LR	1.015885961	1.012411465	1.41593754	1.066272	9.003447027	1.211512	10	0.0001	1.41317969	3.458333333	1.567	237.6	3	130.8	8.404454956	12.32885496	0.031640533	1003.804588	105.1169266	-0.010490895	43.97289658	0.465458849	0.534251538	8.932084972	0.189947644	570	8.33	4.2	2.6
LR162	LR	1.075906309	1.040745926	1.430149719	1.067437	8.955287092	1.212243	54	0.014172	0.0009995	1.09375	0.606	85.1	1	152.9	8.005227449	12.29138523	0.029779897	1033.608973	105.2209371	0.083057967	40.15011215	0.624455195	0.365290317	6.241211644	0.139685864	1250	8.41	8.2	2.6
LR163	LR	1.032540733	1.023147206	1.41993101	1.065075	8.969369051	1.206695	15	0.010796	0.0001	5.635416667	2.002	311.3	2	129.3	8.404454956	12.36935568	0.031640533	1003.804588	105.144702	-0.010490895	38.13925552	0.844262975	0.151404688	13.80341988	0.194136126	1150	8.73	3.1	2.6
LR164	LR	5.748695447	1.814078017	1.944354495	1.007425	1.263006591	0.979635	73	0.011514	0.013902905	2.239583333	1.512	259.1	3	250	7.672820813	12.76729549	0.03402159	1004.043282	102.6569756	0.483820509	44.81342697	0.633371979	0.355795249	8.161694204	1.333403141	627	8.68	8.4	2.6
LR165	LR	1.017114396	1.01361569	1.417283201	1.065091	8.99444447	1.214164	70	0.007086	0.002995509	0.84375	0.493	85	2	227.2	7.672820813	12.61023913	0.03402159	1004.043282	103.1050676	0.483820509	42.00176239	0.24995543	0.75004457	5.481180173	0.08104712	657	8.72	8.6	2.6
LR166	LR	1.009922678	1.006287404	1.413564477	1.069585	9.017635644	1.211467	34	0.0001	5.293053537	9.270833333	53.722	7783.4	5	213.8	7.996482838	12.45148732	0.033295469	1003.940729	103.8715968	0.500660011	30.05374336	0.475785013	0.484928872	2.475253082	0.092565445	348.8	8.61	10.1	2.6
LR167	LR	1.025590895	1.021015243	1.417400365	1.06772	8.984783112	1.203842	52	0.026572	0.0009995	13.76041667	39.926	6230.6	4	232.7	7.406416803	12.54862893	0.034358948	1081.579793	103.5232089	0.470471737	34.50344086	0.429131274	0.452619805	6.081092753	0.051727749	424.3	8.71	11.6	2.6
HAR1	HAR	8.772942456	3.218671411	2.172743597	1.06322	0.861694571	0.938339	32	0.036984	0.0001	0.182291667	1.651	1945.4	4	235.4	13.10366596	11.13109399	0.031180865	556.7637398	142.700734	-0.540299331	43.3734169	0.45808254	0.49816293	2.5	0.039	519.7	8.31	7.65	2.5
HAR2	HAR	9.394261303	4.007158893	2.13117494	1.004428	0.333871791	0.801161	213	0.004824	0.0001	3.119791667	9.879	2628.7	4	425.7	10.91642991	10.91395833	0.02321978	593.6501957	118.4289022	0.117284444	28.78590202	0.361546057	0.319623507	4.81	0.02	950.1	8	8.5	1.6
HAR3	HAR	10.07610465	3.517319291	2.214452712	0.958172	0.679484253	0.412081	387	0.224028	0.014888612	2.96875	2.756	4467	5	334.1	9.310641742	10.87972398	0.02338724	532.0027963	134.2868194	-0.174309657	30.87317276	0.07268776	0.140590636	3.67	0.01	950.1	8	7.9	1.2
HAR4	HAR	8.931411356	3.972207952	2.405581201	0.999204	0.131080499	0.121573	900	0.011649	0.002995509	3.182291667	4.715	2111.4	4	451.4	8.12698481	10.98637576	0.023113958	539.0622131	113.2219595	-0.267770458	22.87223053	0.041281819	0.132419469	5.56	0.062	550.8	8.09	6.75	2
HAR5	HAR	6.319058369	3.682353664	2.242017781	0.99135	2.145211643	0.448788	650	0.0001	4.425517066	2.177083333	1.536	1772.5	4	431.4	9.24613796	10.87571808	0.018133024	573.0277449	126.2616213	-0.233041628	29.71334267	0.173629327	0.328027601	5	0.03	950.1	9	11.5	3
HAR6	HAR	4.232713936	2.82284777	1.666043015	1.121205	1.121777744	1.356045	1048	0.0001	7.469389029	10.27604167	21.214	9341.4	6	781	10.53767394	10.10375539	0.025155179	1008.905191	101.4590026	-0.168470818	15.18344593	0.02761806	0.236086386	1.2	0.01	950.1	8	6.7	6
HAR7	HAR	2.800094073	2.223011063	1.676166469	0.985521	3.649518825	0.761077	67	0.003238	0.0001	31.13541667	6.82	2183.3	4	676.8	15.32291586	10.0037106	0.025664406	1490.8455	101.2235337	-0.39133898	26.79065704	0.310515777	0.689484223	3.17	0.009	550	9	10.1	1.3
HAR8	HAR	4.737399844	2.560653778	1.627318004	0.989183	1.025731986	0.106348	35	0.0001	0.0009995	114.2760417	79.787	38604.2	6	303.3	14.36018286	11.21279964	0.025454103	985.9241062	126.9394817	-0.193909979	37.84423828	0.157197086	0.820182527	2.3	0.02	1930	8	5.3	3.4
HAR9	HAR	7.440686569	2.846077644	1.936112145	0.899148	0.741173184	0.320154	57	0.0001	3.107810177	11.13020833	3.148	1607	3	766.2	15.49986218	9.9052356	0.027232178	1361.815061	94.63983333	-0.013244888	20.15891838	0.103440904	0.896559096	4.54	0.22	950.1	8	5	5.1
HAR10	HAR	4.991454568	2.082030859	1.897469696	0.903851	1.294598783	0.326132	51	0.0001	0.001998003	2.130208333	1.358	962.4	3	389.9	14.95755056	10.44677402	0.021940144	1131.035239	104.4301217	-0.156039731	24.02957535	0.008789492	0.991210508	1.37	0.031	1200	8	3	4.6
HAR11	HAR	7.985330324	3.339996119	1.849236734	1.070544	2.427674726	0.198838	174	0.0001	2.377228636	5.287760417	0.197	102.7	1	268.3	9.986133858	11.35371305	0.018050075	567.6015208	133.0067621	-0.510684728	42.06455994	0.054857861	0.139422493	2.1	0.02	750	8	10.5	1.1
HAR12	HAR	14.78267218	4.52125752	3.183150949	0.973056	0.231128613	0.223231	154	0.028944	0.679555227	0.328125	0.067	41.7	1	258.2	9.986133858	11.43034214	0.018050075	567.6015208	132.9807986	-0.510684728	45.20557022	0.159532371	0.347166537	4.2	0.05	400.8	8	9.5	2.4
HAR13	HAR	5.270322148	2.144698602	1.954426531	1.084042	0.932660994	1.258967	148	0.0001	1.124929597	6.834635417	6.631	6215.5	4	264.5	9.986133858	11.37076132	0.018050075	567.6015208	132.0373898	-0.510684728	11.58828545	0.001737718	0.004972373	10.5	0.02	380.5	8	8	2.1
HAR14	HAR	8.19774867	3.174483774	2.443814064	1.080735	0.572810181	0.277303	148	0.0001	0.0001	6.834635417	6.634	6092.8	4	270.9	9.986133858	11.48996115	0.018050075	567.6015208	130.8270876	-0.510684728	20.06507492	0.000289619	0.000746196	10.5	0.02	356	8	8	2.2
HAR15	HAR	6.287346452	3.109212105	2.014830003	1.066957	0.497556947	0.237386	148	0.0001	0.002995509	0.397135417	9.901	15385.5	5	256.2	10.04122443	11.35880611	0.019171619	558.2301815	132.2176623	-0.611798339	27.26931953	0.076197583	0.007921986	2.1	0.02	360	8	9.4	2.9
HAR16	HAR	6.655635419	1.882871755	1.445148514	1.11069	0.767049088	0.142077	141	0.276001	0.001998003	0.397135417	0.283	152.3	2	258.2	9.986133858	11.37681287	0.018050075	567.6015208	133.3817795	-0.510684728	41.01724625	0.068392018	0.093264837	15.4	0.04	342	8	9.4	3
HAR17	HAR	14.99380416	3.459238744	2.534074586	1.044233	0.39815405	5.21E-02	335	0.128639	0.0009995	0.608072917	0.086	71.3	2	290.6	8.682870175	11.48650322	0.016403303	600.6835646	129.3292498	-0.438595623	16.46822548	0.011016568	0.026816825	32.9	0.04	405	8	9.2	4.1
HAR18	HAR	15.28957066	3.255100186	2.950799441	1.078294	0.241812637	0.655543	487	0.031364	0.002995509	0.87890625	0.419	184.8	2	322.9	8.074416553	11.61475819	0.016697678	626.9883515	126.6762378	-0.499326611	19.0384388	0.049440022	0.05412269	3.5	0.04	365	8	9.3	2.5
HAR19	HAR	7.312545932	3.297535834	2.295938677	1.073613	0.41498477	0.212025	150	0.0001	0.001998003	4.627604167	0.019	14	1	265.6	9.986133858	11.41622183	0.018050075	567.6015208	132.3140466	-0.510684728	23.08530998	0.020773279	0.040905983	4.9	0.01	360	8	8.9	3.5
HAR20	HAR	5.839069454	1.974905746	1.604810235	1.037686	0.541269385	1.29337	245	0.033456	0.0009995	0.87890625	1.079	514.6	3	292	9.410852252	11.49993721	0.020392134	603.1924098	130.5557602	-0.441578507	42.88484955	0.216852746	0.552894543	4.2	0.05	1200	8	9.1	1.7
HAR21	HAR	9.392495138	3.595746987	2.005938408	1.068078	1.989069231	0.211541	374	0.133825	0.003992021	13.63802083	0.535	240.9	2	294.6	9.410852252	11.42302095	0.020392134	603.1924098	130.5260942	-0.441578507	25.87920761	0.024488753	0.240082004	1.4	0.05	750	8	10.9	1
HAR22	HAR	17.09991575	4.58802809	3.475150265	0.984813	4.33E-02	0.293995	264	0.0001	3.018862691	36.95703125	0.692	360.9	2	293.4	9.410852252	11.57117163	0.020392134	603.1924098	129.7974522	-0.441578507	22.69680595	0.084916589	0.229642552	3.5	0.04	1250	8	9.3	2.5
HAR23	HAR	14.33073746	4.380288115	3.311266753	1.015212	0.259381636	0.355652	168	0.0001	4.387996281	44.54817708	5.445	5294	4	281.1	9.986133858	11.5992762	0.018050075	567.6015208	130.3951971	-0.510684728	32.57133102	0.210740136	0.706998397	1.4	0.05	482	8	8.6	1
HAR24	HAR	10.19923413	4.591353278	2.703078808	1.048444	0.506128004	0.480054	283	0.022664	0.0009995	14.01171875	4.854	4841.2	4	293.4	9.410852252	11.63108903	0.020392134	603.1924098	130.1055021	-0.441578507	20.95093536	0.131137208	0.331758453	3.85	0.02	550	8	10.67	2.1
HAR25	HAR	12.2095639	4.170723779	2.65835851	1.017429	0.785362467	0.090598	219	0.010792	0.0009995	1.796875	4.765	4711.4	4	302.7	8.346501426	11.64693983	0.018091762	612.894686	129.5866978	-0.417128714	29.1116848	0.227492027	0.476371058	4.27	0.02	550	8	8.29	2.2
HAR26	HAR	12.26444559	3.48291461	2.384825374	1.044745	0.28726196	0.259289	263	0.117384	0.005982072	0.270833333	4.831	4651	4	312.1	8.346501426	11.6535174	0.018091762	612.894686	129.8573708	-0.417128714	35.30866623	0.246984935	0.258686307	8.4	0.05	602	8	12.1	0.9
HAR27	HAR	8.810624599	3.670210714	2.1983467	1.069958	2.217065267	1.095605	306	0.098088	0.006975614	0.388020833	3.292	8797	5	287.2	8.543693506	11.52994811	0.017193747	598.5804605	127.9876864	-0.30451861	15.73325062	0.076524163	0.034302251	6.3	0.02	950	8	9.2	1.8
HAR28	HAR	15.53626156	4.624295321	3.080038562	1.050256	1.496743492	0.583837	271	0.029139	0.0001	0.388020833	0.2	195	2	270.9	10.04122443	11.40589343	0.019171619	558.2301815	130.447311	-0.611798339	21.40241051	0.085036304	0.253066824	4.9	0.02	850	8	9.3	1.4
